# precinct,law_category,crime_day,crime_month,suspect_age,suspect_sex,victim_age,victim_sex
30,MISDEMEANOR,27,3,25-44,F,25-44,F
33,FELONY,22,3,45-64,F,45-64,M
20,MISDEMEANOR,23,3,<18,F,<18,F
32,MISDEMEANOR,26,3,25-44,M,18-24,F
18,VIOLATION,27,3,18-24,M,25-44,M
23,MISDEMEANOR,23,3,25-44,F,25-44,F
19,MISDEMEANOR,28,3,25-44,M,25-44,M
9,VIOLATION,29,3,45-64,F,45-64,F
23,VIOLATION,22,3,25-44,M,25-44,M
23,VIOLATION,25,3,45-64,F,25-44,F
24,VIOLATION,31,3,25-44,M,45-64,F
14,VIOLATION,31,3,65+,M,25-44,F
34,FELONY,22,3,25-44,M,25-44,F
24,MISDEMEANOR,24,3,25-44,M,18-24,M
32,MISDEMEANOR,31,3,18-24,M,25-44,F
18,VIOLATION,27,3,25-44,M,18-24,M
14,FELONY,29,3,25-44,M,18-24,M
24,VIOLATION,28,3,25-44,M,<18,M
14,MISDEMEANOR,25,3,25-44,M,25-44,F
25,MISDEMEANOR,26,3,<18,M,25-44,F
6,VIOLATION,22,3,18-24,M,45-64,M
23,MISDEMEANOR,29,3,25-44,M,65+,F
10,VIOLATION,29,3,25-44,M,45-64,F
18,VIOLATION,25,3,18-24,M,18-24,F
9,VIOLATION,23,3,45-64,M,45-64,F
32,MISDEMEANOR,25,3,45-64,M,25-44,F
24,MISDEMEANOR,25,3,45-64,M,<18,M
1,MISDEMEANOR,26,3,25-44,M,18-24,M
32,MISDEMEANOR,1,5,25-44,F,25-44,F
26,FELONY,23,3,18-24,M,25-44,F
26,MISDEMEANOR,27,3,45-64,M,25-44,M
5,MISDEMEANOR,31,3,45-64,M,25-44,M
25,FELONY,26,3,25-44,F,<18,M
19,VIOLATION,23,3,25-44,F,25-44,F
32,FELONY,24,3,25-44,M,25-44,M
23,MISDEMEANOR,26,3,18-24,M,18-24,F
20,FELONY,22,3,<18,M,<18,M
14,FELONY,23,3,18-24,F,25-44,M
9,MISDEMEANOR,28,3,25-44,M,25-44,F
30,VIOLATION,31,3,45-64,F,45-64,F
30,MISDEMEANOR,23,3,<18,M,25-44,M
20,MISDEMEANOR,31,3,25-44,F,<18,M
30,MISDEMEANOR,25,3,25-44,M,18-24,F
32,MISDEMEANOR,28,3,25-44,M,25-44,F
14,FELONY,27,3,18-24,F,25-44,F
24,VIOLATION,24,3,45-64,F,45-64,M
25,FELONY,28,3,45-64,M,45-64,F
32,FELONY,25,3,<18,F,<18,F
33,FELONY,27,3,25-44,M,45-64,M
1,VIOLATION,29,3,25-44,M,45-64,M
32,VIOLATION,26,3,25-44,F,65+,F
33,VIOLATION,27,3,25-44,M,18-24,F
30,MISDEMEANOR,22,3,25-44,M,25-44,F
23,MISDEMEANOR,23,3,25-44,M,25-44,F
18,MISDEMEANOR,22,3,18-24,F,45-64,F
10,FELONY,27,3,25-44,M,25-44,M
18,VIOLATION,29,3,25-44,M,45-64,M
32,MISDEMEANOR,29,3,25-44,F,<18,F
25,FELONY,29,3,25-44,M,18-24,F
14,MISDEMEANOR,25,3,25-44,M,25-44,M
25,MISDEMEANOR,25,3,25-44,M,25-44,F
10,VIOLATION,17,12,25-44,M,25-44,M
28,VIOLATION,23,3,25-44,M,45-64,M
14,VIOLATION,23,3,45-64,M,45-64,M
24,MISDEMEANOR,29,3,18-24,F,25-44,F
32,VIOLATION,26,3,65+,F,25-44,F
14,MISDEMEANOR,22,3,25-44,M,25-44,M
19,VIOLATION,21,3,45-64,F,45-64,F
19,VIOLATION,10,3,25-44,M,25-44,F
9,FELONY,30,3,<18,M,<18,M
24,VIOLATION,31,3,45-64,M,45-64,F
6,VIOLATION,24,3,25-44,F,25-44,F
18,VIOLATION,27,3,25-44,M,25-44,F
5,FELONY,21,3,25-44,M,25-44,F
13,FELONY,24,3,25-44,F,25-44,M
23,FELONY,22,3,18-24,M,18-24,F
33,FELONY,26,3,25-44,M,45-64,M
33,FELONY,29,3,25-44,F,65+,M
10,MISDEMEANOR,23,3,25-44,M,25-44,M
18,VIOLATION,21,3,45-64,M,25-44,F
1,MISDEMEANOR,21,3,18-24,F,18-24,M
34,MISDEMEANOR,27,3,25-44,F,25-44,M
14,FELONY,26,3,25-44,M,25-44,M
25,VIOLATION,28,3,25-44,F,25-44,M
33,MISDEMEANOR,22,3,18-24,M,18-24,F
6,FELONY,24,3,25-44,M,<18,F
23,VIOLATION,22,3,25-44,M,25-44,F
30,MISDEMEANOR,20,11,45-64,M,45-64,F
24,VIOLATION,31,3,45-64,F,45-64,M
1,FELONY,26,3,18-24,M,25-44,M
33,FELONY,27,3,25-44,M,25-44,M
23,FELONY,24,3,18-24,F,25-44,F
10,MISDEMEANOR,31,3,18-24,M,25-44,M
33,MISDEMEANOR,23,3,25-44,M,25-44,M
14,MISDEMEANOR,25,3,45-64,M,45-64,F
23,MISDEMEANOR,23,3,45-64,M,25-44,F
1,MISDEMEANOR,29,3,65+,M,45-64,F
18,MISDEMEANOR,27,3,45-64,M,25-44,M
28,FELONY,29,3,45-64,M,45-64,M
23,MISDEMEANOR,15,3,25-44,M,65+,M
30,MISDEMEANOR,14,3,25-44,F,25-44,F
23,MISDEMEANOR,12,3,<18,M,25-44,M
20,FELONY,6,3,25-44,M,25-44,F
18,VIOLATION,12,3,45-64,M,25-44,F
1,MISDEMEANOR,20,3,18-24,M,25-44,F
9,VIOLATION,21,3,45-64,M,25-44,F
26,MISDEMEANOR,12,3,25-44,M,18-24,F
14,VIOLATION,14,3,25-44,M,45-64,M
24,MISDEMEANOR,20,3,25-44,M,45-64,F
24,VIOLATION,17,3,25-44,M,45-64,M
30,FELONY,15,3,25-44,F,25-44,F
34,VIOLATION,13,3,25-44,F,25-44,F
7,MISDEMEANOR,20,3,25-44,M,25-44,F
14,FELONY,17,3,25-44,F,45-64,M
10,FELONY,21,3,25-44,M,65+,F
13,MISDEMEANOR,13,3,18-24,M,45-64,M
6,FELONY,15,3,25-44,M,65+,M
20,VIOLATION,18,3,25-44,M,25-44,F
7,VIOLATION,15,3,25-44,F,45-64,F
24,FELONY,19,3,25-44,M,45-64,F
1,MISDEMEANOR,18,3,25-44,M,25-44,F
33,MISDEMEANOR,21,3,25-44,F,25-44,F
5,MISDEMEANOR,2,12,25-44,M,25-44,F
23,VIOLATION,16,3,65+,M,45-64,F
23,MISDEMEANOR,14,3,25-44,M,45-64,F
25,MISDEMEANOR,15,3,45-64,M,45-64,F
5,MISDEMEANOR,20,3,25-44,M,25-44,F
13,FELONY,13,3,18-24,M,25-44,M
23,VIOLATION,20,3,25-44,M,25-44,F
24,MISDEMEANOR,19,3,18-24,F,18-24,F
33,VIOLATION,18,3,<18,F,<18,F
24,VIOLATION,19,3,25-44,M,18-24,F
32,VIOLATION,16,3,25-44,F,45-64,F
34,MISDEMEANOR,20,3,45-64,M,45-64,F
13,VIOLATION,19,3,45-64,M,25-44,F
32,VIOLATION,21,3,45-64,M,<18,F
10,MISDEMEANOR,19,3,<18,F,25-44,F
30,MISDEMEANOR,12,3,45-64,M,25-44,M
14,FELONY,15,3,25-44,M,25-44,F
13,MISDEMEANOR,12,3,<18,M,18-24,M
10,FELONY,16,3,25-44,M,45-64,F
34,MISDEMEANOR,12,3,18-24,M,18-24,F
7,VIOLATION,12,3,25-44,M,25-44,F
6,FELONY,15,3,18-24,F,25-44,M
32,MISDEMEANOR,16,3,25-44,M,25-44,F
28,FELONY,19,3,25-44,M,25-44,M
33,FELONY,17,3,25-44,F,65+,F
28,FELONY,21,3,45-64,M,25-44,F
24,VIOLATION,19,3,25-44,M,65+,F
9,MISDEMEANOR,19,3,45-64,F,<18,F
23,MISDEMEANOR,15,3,25-44,F,25-44,F
18,MISDEMEANOR,20,3,25-44,M,25-44,M
32,MISDEMEANOR,19,3,25-44,M,25-44,M
23,VIOLATION,16,3,18-24,F,45-64,M
7,MISDEMEANOR,21,3,25-44,M,18-24,F
19,VIOLATION,15,3,25-44,M,25-44,M
32,MISDEMEANOR,12,3,25-44,M,<18,F
20,MISDEMEANOR,17,3,25-44,M,25-44,M
7,VIOLATION,17,3,45-64,M,45-64,M
22,VIOLATION,20,3,25-44,M,45-64,M
14,VIOLATION,11,3,25-44,M,25-44,M
1,FELONY,13,3,25-44,M,25-44,M
13,VIOLATION,14,3,25-44,M,45-64,F
24,VIOLATION,14,3,25-44,M,25-44,M
9,MISDEMEANOR,28,2,25-44,M,25-44,F
32,FELONY,20,3,18-24,F,25-44,M
25,VIOLATION,21,3,45-64,M,65+,M
18,VIOLATION,20,3,25-44,M,25-44,M
17,VIOLATION,13,3,25-44,M,25-44,F
25,FELONY,20,3,25-44,M,25-44,M
7,MISDEMEANOR,13,3,18-24,M,25-44,M
19,MISDEMEANOR,25,1,45-64,M,45-64,M
23,FELONY,27,2,25-44,M,25-44,F
9,MISDEMEANOR,16,3,25-44,M,25-44,F
13,VIOLATION,11,3,25-44,M,65+,F
9,VIOLATION,14,3,18-24,M,45-64,F
28,VIOLATION,14,3,45-64,M,25-44,M
17,FELONY,21,3,25-44,M,25-44,M
18,FELONY,14,2,25-44,M,18-24,F
19,VIOLATION,16,3,65+,M,45-64,F
30,FELONY,12,3,45-64,M,25-44,M
32,MISDEMEANOR,14,3,25-44,M,45-64,M
24,MISDEMEANOR,12,3,45-64,M,25-44,M
13,VIOLATION,12,3,25-44,M,18-24,M
14,MISDEMEANOR,18,3,45-64,M,45-64,M
34,FELONY,18,3,18-24,M,25-44,F
19,VIOLATION,19,7,45-64,M,45-64,F
13,MISDEMEANOR,15,3,25-44,M,<18,M
23,MISDEMEANOR,18,3,25-44,M,25-44,F
23,VIOLATION,14,3,25-44,M,45-64,M
24,MISDEMEANOR,18,3,25-44,M,45-64,F
23,MISDEMEANOR,15,3,25-44,F,25-44,F
9,FELONY,19,3,<18,F,45-64,F
30,FELONY,14,3,25-44,M,18-24,F
28,VIOLATION,7,3,25-44,M,25-44,F
13,MISDEMEANOR,16,3,45-64,M,18-24,F
25,MISDEMEANOR,12,3,45-64,M,45-64,M
30,MISDEMEANOR,21,3,45-64,M,25-44,F
33,VIOLATION,14,3,25-44,F,25-44,M
20,MISDEMEANOR,18,3,25-44,F,25-44,F
18,FELONY,27,2,25-44,M,25-44,M
32,MISDEMEANOR,18,3,18-24,F,18-24,F
9,MISDEMEANOR,14,3,18-24,M,25-44,F
34,VIOLATION,13,3,18-24,M,45-64,M
18,VIOLATION,21,3,25-44,M,25-44,M
18,VIOLATION,20,3,25-44,M,25-44,M
18,MISDEMEANOR,19,3,45-64,M,25-44,F
25,MISDEMEANOR,18,3,25-44,M,45-64,M
23,VIOLATION,17,3,25-44,F,25-44,M
23,FELONY,19,3,25-44,M,18-24,M
32,VIOLATION,15,3,25-44,M,25-44,M
20,MISDEMEANOR,19,3,45-64,M,45-64,F
18,MISDEMEANOR,12,3,25-44,M,18-24,F
25,MISDEMEANOR,21,3,<18,M,<18,F
10,VIOLATION,13,3,65+,M,18-24,M
1,VIOLATION,19,3,45-64,M,25-44,M
32,MISDEMEANOR,15,3,25-44,M,25-44,F
17,VIOLATION,19,3,45-64,M,25-44,F
14,FELONY,18,3,18-24,M,25-44,M
32,VIOLATION,16,3,45-64,M,45-64,F
28,VIOLATION,19,3,25-44,M,25-44,F
33,MISDEMEANOR,14,3,18-24,F,45-64,M
23,FELONY,14,3,25-44,M,25-44,F
18,VIOLATION,15,3,25-44,M,45-64,M
9,FELONY,20,3,18-24,M,25-44,M
30,FELONY,15,3,25-44,M,25-44,F
5,MISDEMEANOR,20,3,25-44,F,45-64,F
1,FELONY,19,3,25-44,M,25-44,F
32,MISDEMEANOR,16,1,25-44,M,25-44,F
1,FELONY,13,3,25-44,M,45-64,F
20,MISDEMEANOR,19,3,25-44,M,25-44,F
25,MISDEMEANOR,21,3,25-44,M,25-44,F
23,VIOLATION,13,3,45-64,M,45-64,F
25,MISDEMEANOR,20,3,25-44,M,25-44,F
33,FELONY,16,3,25-44,M,45-64,M
28,FELONY,16,3,25-44,M,45-64,M
13,MISDEMEANOR,11,3,25-44,M,25-44,M
14,MISDEMEANOR,14,3,25-44,M,25-44,M
9,VIOLATION,16,3,45-64,F,45-64,F
17,VIOLATION,12,3,25-44,F,25-44,M
6,FELONY,12,3,18-24,M,25-44,M
32,FELONY,21,3,18-24,M,18-24,F
32,MISDEMEANOR,14,3,25-44,M,25-44,M
32,MISDEMEANOR,14,3,25-44,M,25-44,M
20,MISDEMEANOR,12,3,25-44,M,18-24,F
9,MISDEMEANOR,16,2,18-24,M,18-24,F
23,FELONY,13,3,<18,M,45-64,M
10,MISDEMEANOR,21,3,45-64,M,25-44,F
1,MISDEMEANOR,9,12,45-64,M,45-64,F
30,MISDEMEANOR,16,3,25-44,M,45-64,M
34,MISDEMEANOR,17,3,25-44,F,25-44,F
32,MISDEMEANOR,13,3,18-24,M,45-64,F
10,MISDEMEANOR,14,3,25-44,M,25-44,F
33,MISDEMEANOR,20,3,25-44,M,25-44,F
30,MISDEMEANOR,17,3,18-24,M,25-44,F
17,MISDEMEANOR,12,3,25-44,M,25-44,M
23,MISDEMEANOR,19,3,18-24,M,25-44,M
30,VIOLATION,13,3,<18,M,25-44,F
18,VIOLATION,15,3,25-44,M,45-64,M
32,FELONY,16,3,25-44,M,25-44,F
20,MISDEMEANOR,17,3,45-64,M,45-64,M
6,FELONY,20,3,25-44,M,25-44,M
19,VIOLATION,18,3,45-64,F,25-44,F
23,MISDEMEANOR,20,3,45-64,M,45-64,F
1,VIOLATION,14,3,45-64,M,45-64,M
20,VIOLATION,14,3,25-44,M,25-44,M
19,MISDEMEANOR,13,3,25-44,M,25-44,F
19,MISDEMEANOR,19,3,25-44,M,45-64,M
7,FELONY,19,3,45-64,F,25-44,M
18,MISDEMEANOR,16,3,25-44,M,25-44,F
23,VIOLATION,11,3,25-44,F,25-44,F
34,MISDEMEANOR,13,3,25-44,M,65+,F
14,FELONY,12,3,25-44,M,25-44,M
17,VIOLATION,12,3,45-64,M,25-44,M
30,MISDEMEANOR,16,3,18-24,F,18-24,M
5,FELONY,21,3,18-24,M,25-44,M
34,FELONY,12,3,25-44,M,18-24,F
30,MISDEMEANOR,15,3,25-44,F,25-44,F
30,MISDEMEANOR,13,3,45-64,M,25-44,M
19,VIOLATION,19,3,25-44,M,25-44,F
32,VIOLATION,15,3,45-64,M,45-64,F
34,MISDEMEANOR,20,3,45-64,M,25-44,F
24,MISDEMEANOR,16,3,45-64,F,45-64,F
23,VIOLATION,16,3,25-44,M,25-44,F
25,MISDEMEANOR,16,3,45-64,M,45-64,M
32,MISDEMEANOR,13,3,25-44,M,25-44,F
32,FELONY,20,3,18-24,M,45-64,F
9,MISDEMEANOR,12,3,18-24,M,25-44,M
19,VIOLATION,20,3,45-64,M,25-44,F
13,FELONY,21,3,25-44,M,25-44,F
23,VIOLATION,21,3,25-44,M,25-44,F
5,MISDEMEANOR,18,3,18-24,M,18-24,F
32,FELONY,18,3,25-44,M,25-44,M
22,MISDEMEANOR,12,3,25-44,M,25-44,M
33,MISDEMEANOR,10,3,25-44,F,45-64,M
28,VIOLATION,21,3,25-44,F,25-44,M
34,MISDEMEANOR,12,3,45-64,M,25-44,F
7,VIOLATION,14,3,25-44,M,25-44,F
24,MISDEMEANOR,12,3,25-44,M,25-44,F
23,MISDEMEANOR,18,3,45-64,M,45-64,F
14,MISDEMEANOR,21,3,45-64,F,18-24,F
5,MISDEMEANOR,8,3,45-64,M,45-64,F
26,FELONY,18,3,25-44,M,25-44,M
26,MISDEMEANOR,13,3,18-24,M,18-24,M
25,VIOLATION,15,3,25-44,M,25-44,F
1,MISDEMEANOR,16,3,25-44,M,25-44,M
19,MISDEMEANOR,17,3,18-24,M,25-44,F
25,MISDEMEANOR,19,3,18-24,F,45-64,M
10,MISDEMEANOR,15,3,25-44,M,25-44,F
34,FELONY,10,3,25-44,F,18-24,F
9,FELONY,16,3,18-24,M,18-24,F
5,MISDEMEANOR,20,3,25-44,F,25-44,M
33,MISDEMEANOR,15,3,45-64,M,25-44,M
19,MISDEMEANOR,13,3,25-44,M,45-64,M
1,MISDEMEANOR,14,3,25-44,M,25-44,M
32,MISDEMEANOR,4,3,25-44,M,25-44,F
34,MISDEMEANOR,20,3,45-64,M,45-64,F
1,VIOLATION,1,3,25-44,M,45-64,F
7,FELONY,20,3,25-44,F,18-24,F
24,FELONY,11,3,<18,M,25-44,F
30,VIOLATION,16,3,18-24,F,18-24,F
28,MISDEMEANOR,17,3,25-44,M,25-44,F
32,MISDEMEANOR,18,3,18-24,F,18-24,F
28,MISDEMEANOR,12,3,25-44,M,25-44,F
33,MISDEMEANOR,21,3,45-64,M,25-44,F
32,FELONY,15,3,25-44,M,25-44,F
14,MISDEMEANOR,19,3,45-64,F,45-64,M
19,VIOLATION,13,3,25-44,F,25-44,M
33,FELONY,17,3,45-64,M,45-64,M
32,FELONY,20,3,45-64,F,65+,F
32,FELONY,15,3,45-64,M,25-44,M
28,MISDEMEANOR,14,3,25-44,M,45-64,M
5,VIOLATION,21,3,25-44,F,25-44,F
9,FELONY,9,12,25-44,F,25-44,F
26,FELONY,12,3,25-44,M,25-44,F
9,MISDEMEANOR,13,3,18-24,M,45-64,M
25,MISDEMEANOR,16,3,18-24,F,25-44,M
30,VIOLATION,13,3,45-64,M,25-44,F
13,MISDEMEANOR,16,3,25-44,M,25-44,M
23,MISDEMEANOR,11,3,25-44,F,25-44,F
28,VIOLATION,15,3,18-24,F,45-64,M
25,MISDEMEANOR,17,3,25-44,F,25-44,F
18,MISDEMEANOR,2,3,18-24,F,18-24,M
25,MISDEMEANOR,18,3,18-24,M,25-44,F
13,VIOLATION,20,3,45-64,M,45-64,F
13,MISDEMEANOR,20,3,18-24,F,45-64,F
1,MISDEMEANOR,1,3,45-64,F,45-64,F
28,FELONY,13,3,25-44,M,25-44,M
17,VIOLATION,19,3,45-64,F,45-64,M
26,FELONY,16,3,45-64,M,45-64,F
25,VIOLATION,15,3,45-64,M,18-24,F
20,MISDEMEANOR,19,3,25-44,M,25-44,F
5,VIOLATION,17,3,18-24,M,18-24,F
1,VIOLATION,13,3,45-64,M,45-64,F
26,MISDEMEANOR,12,3,25-44,M,45-64,F
23,MISDEMEANOR,20,3,25-44,M,25-44,F
33,FELONY,21,3,25-44,M,25-44,F
19,MISDEMEANOR,12,3,25-44,M,18-24,F
10,FELONY,16,3,25-44,M,25-44,F
17,FELONY,13,3,18-24,M,25-44,M
24,FELONY,16,3,25-44,M,25-44,M
13,FELONY,17,3,25-44,M,18-24,F
28,FELONY,1,7,65+,M,25-44,F
6,FELONY,15,3,25-44,M,18-24,M
34,VIOLATION,8,3,45-64,F,25-44,M
1,VIOLATION,15,3,25-44,M,25-44,F
13,MISDEMEANOR,14,3,25-44,M,45-64,M
25,MISDEMEANOR,1,7,<18,M,<18,F
19,VIOLATION,14,3,25-44,M,45-64,M
9,FELONY,14,3,25-44,M,25-44,M
17,MISDEMEANOR,17,3,25-44,F,25-44,M
32,VIOLATION,18,3,25-44,M,25-44,F
32,FELONY,21,3,18-24,M,25-44,M
7,FELONY,12,3,25-44,M,25-44,F
28,MISDEMEANOR,21,3,<18,F,<18,F
28,VIOLATION,17,3,25-44,M,25-44,F
23,VIOLATION,12,3,45-64,M,18-24,F
24,MISDEMEANOR,15,3,45-64,M,45-64,F
7,MISDEMEANOR,12,3,45-64,F,25-44,F
1,FELONY,14,3,65+,M,25-44,M
14,FELONY,20,3,45-64,F,45-64,M
19,FELONY,18,3,25-44,M,25-44,F
33,VIOLATION,20,3,45-64,M,65+,F
24,VIOLATION,17,3,45-64,M,25-44,M
25,MISDEMEANOR,21,3,25-44,M,25-44,F
18,MISDEMEANOR,14,3,25-44,M,45-64,M
18,FELONY,14,3,25-44,M,18-24,F
33,FELONY,17,3,18-24,M,18-24,F
7,VIOLATION,17,3,18-24,F,25-44,F
13,FELONY,15,3,25-44,M,45-64,M
5,VIOLATION,13,3,25-44,M,18-24,F
7,MISDEMEANOR,6,3,25-44,M,25-44,F
20,MISDEMEANOR,13,3,25-44,M,45-64,M
9,MISDEMEANOR,12,3,25-44,M,25-44,M
33,VIOLATION,20,3,45-64,M,45-64,M
32,VIOLATION,14,3,45-64,F,45-64,M
1,MISDEMEANOR,20,3,18-24,M,45-64,M
18,FELONY,15,3,18-24,M,65+,M
7,MISDEMEANOR,19,3,25-44,M,45-64,M
26,VIOLATION,16,3,25-44,F,25-44,F
13,MISDEMEANOR,19,3,25-44,M,18-24,M
18,MISDEMEANOR,20,3,25-44,M,25-44,F
26,MISDEMEANOR,16,3,25-44,M,18-24,M
30,VIOLATION,6,3,65+,M,65+,F
24,FELONY,18,3,25-44,M,25-44,F
7,VIOLATION,16,3,18-24,M,25-44,F
28,MISDEMEANOR,12,3,45-64,M,25-44,M
9,VIOLATION,18,3,45-64,M,25-44,F
20,VIOLATION,7,3,45-64,M,45-64,F
33,VIOLATION,14,3,45-64,F,45-64,F
18,FELONY,17,3,25-44,M,45-64,M
18,MISDEMEANOR,13,3,25-44,M,25-44,M
23,VIOLATION,14,2,25-44,M,25-44,M
9,VIOLATION,17,3,25-44,M,25-44,F
30,FELONY,15,3,18-24,M,18-24,F
24,MISDEMEANOR,18,3,45-64,M,45-64,F
13,FELONY,20,3,25-44,M,25-44,M
18,MISDEMEANOR,15,3,25-44,M,18-24,F
34,FELONY,16,3,25-44,M,25-44,M
14,VIOLATION,12,3,45-64,M,25-44,M
18,MISDEMEANOR,13,3,25-44,M,25-44,F
23,VIOLATION,17,3,25-44,M,45-64,F
17,VIOLATION,14,3,25-44,M,45-64,M
10,FELONY,4,3,25-44,M,25-44,F
32,VIOLATION,16,3,<18,F,<18,F
25,MISDEMEANOR,18,3,25-44,M,25-44,F
5,MISDEMEANOR,4,3,18-24,M,<18,F
14,MISDEMEANOR,20,3,25-44,M,45-64,F
1,MISDEMEANOR,12,3,25-44,F,25-44,M
17,FELONY,14,3,25-44,F,25-44,M
30,MISDEMEANOR,20,1,25-44,M,25-44,M
13,MISDEMEANOR,19,3,25-44,M,18-24,F
9,VIOLATION,16,3,45-64,F,25-44,F
25,VIOLATION,4,2,25-44,M,25-44,F
19,FELONY,12,3,18-24,M,18-24,F
14,VIOLATION,6,3,25-44,M,45-64,M
33,VIOLATION,15,3,65+,M,25-44,F
7,MISDEMEANOR,15,3,<18,M,25-44,F
25,FELONY,17,3,25-44,F,25-44,F
19,MISDEMEANOR,16,3,18-24,F,45-64,F
20,VIOLATION,15,3,65+,F,65+,M
7,MISDEMEANOR,18,3,18-24,M,18-24,F
24,MISDEMEANOR,20,3,25-44,M,45-64,M
32,FELONY,14,3,25-44,M,25-44,M
10,VIOLATION,12,3,25-44,F,45-64,F
19,VIOLATION,1,11,25-44,M,25-44,F
34,MISDEMEANOR,20,3,45-64,F,45-64,M
32,MISDEMEANOR,13,3,<18,M,45-64,M
30,FELONY,14,3,25-44,M,25-44,F
24,FELONY,19,3,18-24,F,25-44,F
25,FELONY,15,3,25-44,M,25-44,F
23,VIOLATION,19,3,25-44,F,25-44,F
32,VIOLATION,20,3,45-64,F,25-44,F
17,MISDEMEANOR,19,3,45-64,M,45-64,F
34,VIOLATION,17,3,25-44,F,25-44,F
34,VIOLATION,19,3,25-44,F,18-24,F
33,MISDEMEANOR,17,3,18-24,M,18-24,F
10,VIOLATION,12,3,25-44,M,25-44,M
5,VIOLATION,19,3,45-64,M,25-44,M
33,VIOLATION,12,3,45-64,F,45-64,F
28,MISDEMEANOR,16,3,65+,M,45-64,F
7,MISDEMEANOR,20,10,18-24,M,18-24,F
32,MISDEMEANOR,21,3,25-44,M,18-24,F
1,MISDEMEANOR,19,3,25-44,F,25-44,F
18,FELONY,4,3,25-44,F,25-44,M
9,MISDEMEANOR,13,3,45-64,M,45-64,F
7,VIOLATION,20,3,18-24,M,45-64,F
17,VIOLATION,3,3,25-44,F,25-44,M
7,FELONY,20,3,25-44,M,65+,M
24,VIOLATION,21,1,25-44,F,25-44,F
17,FELONY,12,3,45-64,F,45-64,M
32,MISDEMEANOR,13,3,25-44,M,18-24,M
25,VIOLATION,21,3,65+,M,45-64,M
25,MISDEMEANOR,14,3,25-44,M,25-44,F
9,VIOLATION,18,3,<18,F,45-64,F
24,VIOLATION,18,3,45-64,F,45-64,M
25,VIOLATION,19,3,18-24,F,18-24,F
10,FELONY,12,3,18-24,M,18-24,F
7,VIOLATION,18,3,25-44,M,25-44,M
28,VIOLATION,15,3,25-44,M,25-44,F
1,VIOLATION,18,3,25-44,M,25-44,M
17,FELONY,17,3,25-44,M,65+,M
30,VIOLATION,14,3,45-64,M,65+,F
32,MISDEMEANOR,17,3,25-44,M,25-44,M
9,MISDEMEANOR,13,3,45-64,M,25-44,M
25,MISDEMEANOR,12,3,18-24,F,25-44,M
25,MISDEMEANOR,15,3,25-44,M,25-44,M
34,FELONY,1,6,45-64,M,18-24,F
19,FELONY,19,3,25-44,M,25-44,F
28,MISDEMEANOR,12,3,25-44,M,18-24,F
9,FELONY,13,3,25-44,M,65+,M
1,MISDEMEANOR,14,3,25-44,M,25-44,M
1,FELONY,13,3,25-44,M,18-24,M
23,MISDEMEANOR,20,3,25-44,M,25-44,F
5,MISDEMEANOR,21,3,25-44,M,45-64,F
10,FELONY,19,3,18-24,M,45-64,F
32,FELONY,13,3,25-44,M,45-64,M
28,MISDEMEANOR,18,3,25-44,F,25-44,F
18,VIOLATION,12,3,45-64,M,18-24,F
28,VIOLATION,21,3,25-44,M,25-44,F
23,VIOLATION,20,3,25-44,M,25-44,F
30,VIOLATION,17,3,25-44,M,45-64,F
18,FELONY,21,3,25-44,M,45-64,M
6,MISDEMEANOR,12,3,65+,M,65+,M
32,MISDEMEANOR,13,3,25-44,M,25-44,F
18,MISDEMEANOR,12,3,25-44,M,25-44,M
9,MISDEMEANOR,16,3,25-44,M,18-24,F
13,MISDEMEANOR,20,3,65+,M,25-44,F
23,MISDEMEANOR,21,3,25-44,M,25-44,F
22,FELONY,17,3,<18,M,25-44,M
5,MISDEMEANOR,21,3,25-44,M,25-44,F
32,FELONY,13,3,25-44,F,25-44,M
18,MISDEMEANOR,13,3,25-44,M,25-44,M
1,MISDEMEANOR,17,3,45-64,M,25-44,F
19,VIOLATION,19,3,25-44,M,18-24,F
13,MISDEMEANOR,14,3,45-64,M,45-64,M
34,MISDEMEANOR,18,3,25-44,M,45-64,F
7,MISDEMEANOR,17,3,25-44,M,18-24,F
17,MISDEMEANOR,14,3,25-44,M,25-44,M
18,MISDEMEANOR,12,3,25-44,F,25-44,M
20,VIOLATION,20,3,25-44,M,25-44,M
23,VIOLATION,21,3,25-44,M,18-24,M
30,MISDEMEANOR,19,3,25-44,M,45-64,F
7,VIOLATION,16,3,25-44,M,25-44,F
30,MISDEMEANOR,17,3,45-64,M,45-64,F
32,MISDEMEANOR,14,3,25-44,F,25-44,M
13,FELONY,26,2,45-64,M,65+,F
19,VIOLATION,15,3,25-44,F,18-24,M
23,MISDEMEANOR,15,3,25-44,M,25-44,M
14,VIOLATION,16,3,25-44,M,25-44,F
18,MISDEMEANOR,4,3,25-44,M,25-44,F
1,VIOLATION,14,3,18-24,M,65+,M
24,FELONY,12,3,25-44,M,25-44,F
32,VIOLATION,18,3,25-44,F,25-44,F
32,MISDEMEANOR,12,3,45-64,M,45-64,F
24,MISDEMEANOR,21,3,25-44,F,45-64,F
13,VIOLATION,14,3,45-64,F,25-44,F
25,MISDEMEANOR,3,11,25-44,M,25-44,F
19,MISDEMEANOR,20,7,25-44,M,18-24,F
34,MISDEMEANOR,15,3,25-44,M,45-64,M
33,MISDEMEANOR,21,3,25-44,M,25-44,M
28,VIOLATION,12,3,25-44,M,25-44,F
